uv,ocr,search,sellingpoint,payment,material,placement
1.7697,0.0225,0.0019,Discount,cpm,swf,uncertained
18.3112,0.2336,0.0071,Spend & Save,cpc,jpg,banner
13.9291,0.0943,0.0119,Gift with Purchase,cpm,jpg,tips
613.0547,0.0196,0.0013,Price Drop,cpm,swf,tips
688.8785,0.0199,0.0041,Discount,cpm,swf,tips
2.4158,0.0006,0.0041,Spend & Save,cpc,jpg,banner
773.5302,0.0738,0.0029,Discount,cpm,swf,tips
202.8507,0.0083,0.0005,Discount,roi,swf,uncertained
14.8907,0.2565,0.0022,Gift with Purchase,roi,jpg,uncertained
4.6375,0.0929,0.0018,Spend & Save,cpc,jpg,banner
413.9025,0.0215,0.0038,Flash Sale,roi,jpg,uncertained
208.3662,0.2226,0.0101,Spend & Save,cpc,jpg,banner
2.6383,0.0217,0.0018,Discount,cpm,swf,tips
61.3969,0.0076,0.0027,Flash Sale,roi,jpg,tips
4.4554,0.0074,0.0,Price Drop,cpc,gif,sub-banner
538.4122,0.0089,0.0014,Gift with Purchase,roi,jpg,uncertained
12.9503,0.2759,0.0029,Spend & Save,cpc,jpg,banner
964.1833,0.038,0.0027,Gift with Purchase,roi,jpg,uncertained
62.6485,0.0405,0.0039,Discount,cpd,swf,uncertained
62.928,0.0383,0.0039,Discount,cpd,swf,uncertained
5.0803,0.1383,0.0,Price Drop,cpc,gif,sub-banner
4.464,0.0092,0.0,Price Drop,cpc,gif,sub-banner
51.8036,0.1793,0.0079,Spend & Save,cpc,jpg,banner
2.7712,0.0058,0.0005,Discount,cpm,swf,tips
3.7374,0.0127,0.001,Gift with Purchase,cpc,jpg,banner
39.6312,0.0542,0.0053,Discount,cpd,swf,tips
88.9282,0.0071,0.0012,Flash Sale,roi,jpg,uncertained
513.6157,0.0267,0.0004,Price Drop,cpm,swf,tips
1.4289,0.1746,0.013,Spend & Save,cpc,jpg,banner
337.8648,0.0219,0.0014,Discount,roi,swf,uncertained
4.8714,0.0946,0.0,Price Drop,cpc,gif,sub-banner
198.6928,0.0099,0.0009,Discount,roi,swf,uncertained
66.3949,0.0069,0.0026,Flash Sale,roi,jpg,tips
397.0903,0.2351,0.0095,Spend & Save,cpc,jpg,banner
85.36,0.23,0.0128,Cash/Coupon-Back,cpc,jpg,sub-banner
397.1866,0.0003,0.0026,Discount,cpm,swf,tips
504.5218,0.0074,0.0016,Spend & Save,cpm,swf,tips
694.884,0.0168,0.0032,Discount,cpm,swf,tips
397.0894,0.236,0.0095,Spend & Save,cpc,jpg,banner
4.503,0.0174,0.0,Price Drop,cpc,gif,sub-banner
105.554,0.0832,0.0061,Discount,cpd,jpg,tips
854.2806,0.0308,0.0014,Discount,roi,jpg,uncertained
344.0581,0.0034,0.0005,Discount,roi,swf,uncertained
340.1063,0.0004,0.0011,Flash Sale,roi,jpg,uncertained
2.7114,0.003,0.0002,Discount,cpm,swf,tips
1.559,0.013,0.0,Spend & Save,cpc,jpg,banner
5.4071,0.2068,0.0,Price Drop,cpc,gif,sub-banner
735.8461,0.01,0.0016,Spend & Save,cpm,swf,tips
4.5545,0.0282,0.0,Price Drop,cpc,gif,sub-banner
32.5824,0.167,0.01,Cash/Coupon-Back,cpc,jpg,sub-banner
8.3699,0.0834,0.0082,Flash Sale,cpd,jpg,sub-banner
67.2777,0.0025,0.0011,Flash Sale,roi,jpg,tips
80.8052,0.0339,0.0255,Price Drop,roi,swf,uncertained
4.7929,0.0781,0.0,Price Drop,cpc,gif,sub-banner
20.8375,0.0099,0.0042,Flash Sale,roi,jpg,uncertained
4.4403,0.0043,0.0,Price Drop,cpc,gif,sub-banner
5.0484,0.1317,0.0,Price Drop,cpc,gif,sub-banner
3.8157,0.0007,0.0004,Gift with Purchase,cpc,jpg,banner
382.2628,0.06,0.0036,Flash Sale,cpd,jpg,sub-banner
5.2763,0.1794,0.0,Price Drop,cpc,gif,sub-banner
5.0559,0.1332,0.0,Price Drop,cpc,gif,sub-banner
397.0554,0.2703,0.0102,Spend & Save,cpc,jpg,banner
338.969,0.0299,0.0014,Discount,roi,swf,uncertained
494.1719,0.0096,0.0041,Discount,cpm,jpg,uncertained
3.7191,0.1713,0.0058,Gift with Purchase,roi,jpg,uncertained
586.2495,0.0039,0.0009,Discount,roi,jpg,uncertained
4.9476,0.1105,0.0,Price Drop,cpc,gif,sub-banner
398.6104,0.0164,0.0019,Discount,cpm,swf,tips
650.8818,0.0072,0.0003,Discount,roi,swf,uncertained
1131.7851,0.01,0.0015,Discount,roi,swf,uncertained
401.1857,0.2774,0.0147,Spend & Save,cpc,jpg,banner
490.527,0.0182,0.0039,Price Drop,roi,swf,uncertained
208.3982,0.2222,0.0101,Spend & Save,cpc,jpg,banner
259.6002,0.01,0.0007,Spend & Save,roi,swf,uncertained
57.8384,0.0439,0.0036,Discount,cpd,swf,uncertained
606.3676,0.0036,0.0004,Flash Sale,roi,swf,uncertained
483.7672,0.0054,0.0027,Discount,cpm,swf,tips
1017.5962,0.2158,0.0069,Discount,cpm,swf,tips
514.6752,0.0828,0.0013,Flash Sale,cpm,swf,tips
13.4147,0.1457,0.0018,Flash Sale,cpd,jpg,sub-banner
55.6412,0.0464,0.0067,Discount,cpd,swf,tips
57.5381,0.0577,0.0066,Price Drop,cpm,swf,tips
688.1394,0.0195,0.004,Discount,cpm,swf,tips
230.9629,0.0128,0.0018,Spend & Save,cpc,jpg,banner
699.6717,0.01,0.0039,Spend & Save,cpd,swf,tips
504.2817,0.0076,0.0016,Spend & Save,cpm,swf,tips
370.7887,0.0254,0.0022,Flash Sale,cpm,swf,tips
2.9215,0.1519,0.0119,Gift with Purchase,cpc,jpg,banner
375.8721,0.01,0.0021,Discount,cpd,jpg,sub-banner
29.9065,0.2287,0.009,Spend & Save,cpc,jpg,banner
152.1868,0.0008,0.0027,Flash Sale,roi,jpg,uncertained
456.0721,0.01,0.0028,Discount,roi,swf,uncertained
1108.3994,0.0008,0.0014,Discount,roi,swf,uncertained
197.8188,0.0016,0.0001,Discount,roi,swf,uncertained
251.9721,0.0517,0.0084,Cash/Coupon-Back,cpc,jpg,sub-banner
5.379,0.2009,0.0,Price Drop,cpc,gif,sub-banner
56.5438,0.0281,0.0038,Discount,cpd,swf,uncertained
18.1353,0.1494,0.0047,Flash Sale,cpm,jpg,tips
5.1734,0.1579,0.0,Price Drop,cpc,gif,sub-banner
1012.7167,0.1775,0.0058,Discount,cpm,swf,tips
0.914,0.2656,0.0237,Spend & Save,cpc,jpg,banner
2.7998,0.0001,0.0,Discount,cpm,swf,tips
21.94,0.02,0.0036,Discount,cpd,swf,uncertained
166.6504,0.2726,0.0055,Spend & Save,cpc,jpg,banner
199.2391,0.0016,0.0002,Discount,roi,swf,uncertained
62.8601,0.15,0.0114,Spend & Save,cpc,jpg,banner
269.2915,0.0306,0.0011,Discount,cpd,jpg,sub-banner
380.4214,0.0176,0.0025,Discount,cpm,swf,tips
775.96,0.0101,0.0029,Spend & Save,cpd,jpg,sub-banner
52.6147,0.0029,0.0011,Flash Sale,roi,jpg,tips
26.4105,0.0868,0.0082,Gift with Purchase,cpm,jpg,tips
19.8767,0.2377,0.0156,Gift with Purchase,cpc,jpg,banner
0.6922,0.0117,0.0102,Discount,cpm,swf,tips
29.3514,0.126,0.0123,Gift with Purchase,cpc,jpg,banner
396.7995,0.307,0.0104,Spend & Save,cpc,jpg,banner
695.9302,0.0003,0.0001,Flash Sale,roi,swf,uncertained
4.608,0.0394,0.0,Price Drop,cpc,gif,sub-banner
17.2446,0.0413,0.0137,Gift with Purchase,cpd,jpg,sub-banner
55.5265,0.0423,0.0042,Discount,cpd,swf,uncertained
1017.5968,0.216,0.0069,Discount,cpm,swf,tips
26.5281,0.0039,0.0044,Gift with Purchase,roi,jpg,uncertained
4.5506,0.0274,0.0,Price Drop,cpc,gif,sub-banner
273.9106,0.0914,0.0057,Flash Sale,cpd,jpg,sub-banner
622.698,0.0197,0.0024,Price Drop,cpd,jpg,sub-banner
0.694,0.0216,0.0099,Discount,cpm,swf,tips
4.6416,0.0464,0.0,Price Drop,cpc,gif,sub-banner
26.4601,0.098,0.0081,Gift with Purchase,cpm,jpg,tips
506.6634,0.0056,0.0012,Spend & Save,cpm,swf,tips
199.8611,0.0011,0.0001,Discount,roi,swf,uncertained
26.3261,0.0901,0.008,Gift with Purchase,cpm,jpg,tips
395.6834,0.0073,0.0008,Spend & Save,roi,swf,uncertained
4.6324,0.0445,0.0,Price Drop,cpc,gif,sub-banner
31.6133,0.036,0.0016,Spend & Save,cpc,jpg,banner
4.6697,0.0841,0.008,Spend & Save,cpc,jpg,banner
489.2024,0.1487,0.0066,Spend & Save,cpc,jpg,banner
1134.9321,0.0036,0.0006,Discount,roi,swf,uncertained
504.7087,0.0072,0.0016,Spend & Save,cpm,swf,tips
211.8165,0.1776,0.0103,Spend & Save,cpc,jpg,banner
808.6566,0.0372,0.0042,Discount,cpm,swf,tips
64.3585,0.0316,0.0044,Discount,cpd,swf,uncertained
5.4052,0.2064,0.0,Price Drop,cpc,gif,sub-banner
14.7725,0.0168,0.0197,Gift with Purchase,roi,jpg,uncertained
226.1199,0.1144,0.0038,Discount,cpd,swf,tips
406.2668,0.01,0.0002,Discount,roi,swf,uncertained
5.2717,0.1784,0.0,Price Drop,cpc,gif,sub-banner
41.7656,0.0513,0.005,Flash Sale,cpd,jpg,sub-banner
5.3588,0.1967,0.0,Price Drop,cpc,gif,sub-banner
699.699,0.01,0.0039,Spend & Save,cpd,swf,tips
31.0904,0.1761,0.0068,Spend & Save,cpc,jpg,banner
4.442,0.0046,0.0,Price Drop,cpc,gif,sub-banner
13.5006,0.2128,0.0052,Discount,cpd,swf,uncertained
52.8048,0.0031,0.0011,Flash Sale,roi,jpg,tips
166.4783,0.2807,0.0056,Spend & Save,cpc,jpg,banner
2.7738,0.0027,0.0002,Discount,cpm,swf,tips
5.384,0.202,0.0,Price Drop,cpc,gif,sub-banner
281.1743,0.0072,0.0001,Discount,roi,swf,uncertained
144.5648,0.0171,0.0001,Discount,roi,swf,uncertained
9.0656,0.219,0.0119,Gift with Purchase,cpc,jpg,banner
400.9011,0.275,0.0158,Spend & Save,cpc,jpg,banner
1.5323,0.0048,0.0043,Spend & Save,cpc,jpg,banner
2.7677,0.0015,0.0001,Discount,cpm,swf,tips
6.0187,0.12,0.0,Gift with Purchase,roi,jpg,uncertained
7.8101,0.1533,0.0154,Flash Sale,cpm,jpg,tips
26.3919,0.094,0.0081,Gift with Purchase,cpm,jpg,tips
39.18,0.02,0.0055,Price Drop,cpc,jpg,sub-banner
4.5912,0.0359,0.0,Price Drop,cpc,gif,sub-banner
463.116,0.0057,0.0023,Discount,roi,swf,uncertained
4.9804,0.1174,0.0,Price Drop,cpc,gif,sub-banner
0.694,0.0216,0.0099,Discount,cpm,swf,tips
432.9987,0.1904,0.0118,Spend & Save,cpc,jpg,banner
224.2761,0.0894,0.0027,Discount,cpd,swf,tips
60.5909,0.054,0.0038,Discount,cpd,swf,uncertained
63.9565,0.0525,0.0109,Cash/Coupon-Back,cpc,jpg,sub-banner
736.2488,0.01,0.0016,Spend & Save,cpm,swf,tips
5.08,0.1383,0.0,Price Drop,cpc,gif,sub-banner
891.5235,0.0089,0.0019,Flash Sale,roi,swf,uncertained
274.0685,0.0034,0.0003,Price Drop,roi,swf,uncertained
2.5869,0.0829,0.0222,Discount,roi,swf,uncertained
141.7764,0.0008,0.0012,Flash Sale,roi,jpg,uncertained
8.3202,0.2774,0.0068,Discount,cpd,swf,uncertained
2.941,0.1484,0.0117,Gift with Purchase,cpc,jpg,banner
8.4797,0.0224,0.0022,Flash Sale,cpc,jpg,banner
2.6407,0.0537,0.0045,Discount,cpm,swf,tips
1016.6398,0.2113,0.0067,Discount,cpm,swf,tips
651.4625,0.0088,0.0004,Discount,roi,swf,uncertained
2.2877,0.0111,0.0038,Spend & Save,cpc,jpg,banner
223.2539,0.0743,0.0022,Discount,cpd,swf,tips
0.7019,0.0089,0.0049,Discount,cpm,swf,tips
13.9956,0.0553,0.0105,Flash Sale,cpm,jpg,tips
468.6781,0.2477,0.0113,Spend & Save,cpc,jpg,banner
208.5617,0.2201,0.0101,Spend & Save,cpc,jpg,banner
159.846,0.1931,0.0121,Spend & Save,cpc,jpg,banner
846.1485,0.0018,0.0003,Discount,cpm,swf,tips
1011.5584,0.038,0.002,Discount,cpm,swf,tips
157.9336,0.2192,0.0115,Spend & Save,cpc,jpg,banner
62.2418,0.0408,0.0035,Discount,cpd,swf,uncertained
5.3994,0.2052,0.0,Price Drop,cpc,gif,sub-banner
476.4701,0.0061,0.0035,Discount,cpm,swf,uncertained
297.8038,0.0059,0.0009,Gift with Purchase,roi,swf,uncertained
167.3748,0.0038,0.0019,Flash Sale,roi,jpg,uncertained
4.5947,0.0366,0.0,Price Drop,cpc,gif,sub-banner
978.1665,0.01,0.0017,Discount,roi,swf,uncertained
840.6727,0.0011,0.001,Discount,cpm,swf,tips
477.781,0.2197,0.0097,Spend & Save,cpc,jpg,banner
1012.5495,0.0491,0.0027,Flash Sale,cpm,swf,tips
62.5857,0.15,0.0112,Spend & Save,cpc,jpg,banner
5.2458,0.173,0.0,Price Drop,cpc,gif,sub-banner
50.49,0.33,0.0285,Spend & Save,cpc,jpg,banner
7.0495,0.2571,0.0061,Discount,cpd,swf,uncertained
141.483,0.0017,0.0077,Cash/Coupon-Back,cpc,jpg,sub-banner
19.2958,0.2645,0.0153,Gift with Purchase,cpc,jpg,banner
0.7529,0.0018,0.0014,Discount,cpm,swf,tips
204.19,0.01,0.0005,Discount,roi,swf,uncertained
8.49,0.0126,0.0013,Flash Sale,cpc,jpg,banner
359.3414,0.0308,0.0025,Discount,cpm,swf,tips
7.3421,0.0298,0.0067,Spend & Save,cpc,jpg,banner
51.3219,0.1792,0.0096,Spend & Save,cpc,jpg,banner
119.8649,0.3317,0.0099,Spend & Save,cpc,jpg,banner
5.4144,0.2084,0.0,Price Drop,cpc,gif,sub-banner
397.6591,0.3048,0.0096,Spend & Save,cpc,jpg,banner
402.2671,0.272,0.0148,Spend & Save,cpc,jpg,banner
935.5163,0.0001,0.0,Gift with Purchase,roi,swf,uncertained
389.9236,0.0109,0.002,Discount,cpm,swf,tips
125.4416,0.1729,0.0124,Spend & Save,cpc,jpg,banner
1005.3796,0.0212,0.0022,Price Drop,roi,jpg,uncertained
1012.6101,0.1277,0.0044,Discount,cpm,swf,tips
57.9036,0.0444,0.0036,Discount,cpd,swf,uncertained
2.638,0.0548,0.0046,Discount,cpm,swf,tips
651.7232,0.0099,0.0004,Discount,roi,swf,uncertained
607.5497,0.0063,0.0005,Flash Sale,roi,swf,uncertained
770.9118,0.0227,0.0009,Discount,cpm,swf,tips
456.0446,0.01,0.0028,Discount,roi,swf,uncertained
19.9085,0.0518,0.0042,Flash Sale,cpm,jpg,tips
0.7058,0.0845,0.0078,Discount,cpm,swf,tips
26.45,0.16,0.0078,Cash/Coupon-Back,cpc,jpg,sub-banner
8.4827,0.0207,0.0021,Flash Sale,cpc,jpg,banner
4.9454,0.1101,0.0,Price Drop,cpc,gif,sub-banner
18.6192,0.089,0.006,Gift with Purchase,cpc,jpg,banner
197.8224,0.0016,0.0001,Discount,roi,swf,uncertained
282.6651,0.0103,0.0004,Discount,cpm,jpg,tips
4.6739,0.0836,0.0086,Spend & Save,cpc,jpg,banner
119.8833,0.3324,0.0099,Spend & Save,cpc,jpg,banner
4.8973,0.1,0.0,Price Drop,cpc,gif,sub-banner
4.6349,0.045,0.0,Price Drop,cpc,gif,sub-banner
156.3789,0.2456,0.0118,Spend & Save,cpc,jpg,banner
5.3019,0.1848,0.0,Price Drop,cpc,gif,sub-banner
10.5658,0.0454,0.0036,Gift with Purchase,cpc,jpg,banner
809.4226,0.0383,0.0042,Discount,cpm,swf,tips
591.9497,0.0386,0.0041,Discount,roi,jpg,uncertained
61.1605,0.0517,0.004,Discount,cpd,swf,uncertained
1.945,0.1606,0.0064,Spend & Save,cpc,jpg,banner
4.1657,0.0035,0.0053,Gift with Purchase,cpc,jpg,banner
269.2747,0.0305,0.0011,Discount,cpd,jpg,sub-banner
57.1996,0.0361,0.0037,Discount,cpd,swf,uncertained
102.5005,0.1294,0.0103,Gift with Purchase,cpd,jpg,sub-banner
49.5448,0.2489,0.0139,Spend & Save,cpc,jpg,banner
87.57,0.26,0.0094,Spend & Save,cpc,jpg,banner
20.22,0.01,0.013,Price Drop,cpc,jpg,sub-banner
367.481,0.0305,0.0179,Gift with Purchase,roi,swf,uncertained
5.4646,0.2189,0.0,Price Drop,cpc,gif,sub-banner
5.0498,0.132,0.0,Price Drop,cpc,gif,sub-banner
67.7126,0.0446,0.0044,Discount,cpd,swf,uncertained
4.5993,0.0587,0.0033,Spend & Save,cpc,jpg,banner
62.0941,0.0428,0.0036,Discount,cpd,swf,uncertained
5.2334,0.1704,0.0,Price Drop,cpc,gif,sub-banner
5.1102,0.1446,0.0,Price Drop,cpc,gif,sub-banner
56.7608,0.1476,0.0176,Cash/Coupon-Back,cpc,jpg,sub-banner
274.8143,0.0074,0.0007,Price Drop,roi,swf,uncertained
5.4618,0.2183,0.0,Price Drop,cpc,gif,sub-banner
217.8723,0.1099,0.0092,Spend & Save,cpc,jpg,banner
8.3692,0.1035,0.0103,Flash Sale,cpd,jpg,sub-banner
144.5261,0.0199,0.0001,Discount,roi,swf,uncertained
4.9449,0.11,0.0,Price Drop,cpc,gif,sub-banner
266.9919,0.0197,0.0018,Discount,roi,swf,uncertained
2.7666,0.0077,0.0006,Discount,cpm,swf,tips
4.612,0.0402,0.0,Price Drop,cpc,gif,sub-banner
380.2565,0.0093,0.002,Discount,cpm,swf,tips
1.4843,0.0108,0.0,Discount,cpm,swf,tips
5.4045,0.2063,0.0,Price Drop,cpc,gif,sub-banner
491.2928,0.0162,0.0037,Price Drop,roi,jpg,uncertained
4.6378,0.0456,0.0,Price Drop,cpc,gif,sub-banner
12.3703,0.0321,0.0072,Gift with Purchase,cpd,jpg,sub-banner
224.1454,0.0873,0.0027,Discount,cpd,swf,tips
124.5621,0.123,0.0079,Spend & Save,cpc,jpg,banner
40.9813,0.0515,0.0059,Discount,cpd,jpg,sub-banner
56.4717,0.0397,0.005,Discount,cpd,swf,tips
2.6456,0.0555,0.0047,Discount,cpm,swf,tips
51.4965,0.1415,0.0091,Discount,cpd,swf,tips
8.3254,0.1081,0.0107,Flash Sale,cpd,jpg,sub-banner
356.8171,0.031,0.0024,Discount,cpm,swf,tips
167.3704,0.1897,0.0056,Spend & Save,cpc,jpg,banner
427.899,0.1906,0.0118,Spend & Save,cpc,jpg,banner
450.0199,0.0017,0.0027,Discount,roi,swf,uncertained
1.6368,0.2831,0.0061,Spend & Save,cpc,jpg,banner
224.6741,0.0716,0.0063,Spend & Save,cpc,jpg,banner
56.6714,0.0381,0.0045,Discount,cpd,swf,tips
5.2959,0.1835,0.0,Price Drop,cpc,gif,sub-banner
846.101,0.0027,0.0004,Discount,cpm,swf,tips
29.2976,0.1263,0.0124,Gift with Purchase,cpc,jpg,banner
397.5625,0.0003,0.0026,Discount,cpm,swf,tips
19.231,0.0084,0.004,Flash Sale,roi,jpg,uncertained
4.8623,0.0927,0.0,Price Drop,cpc,gif,sub-banner
4.4368,0.0035,0.0,Price Drop,cpc,gif,sub-banner
384.4453,0.0764,0.0041,Flash Sale,cpd,jpg,sub-banner
124.0114,0.1209,0.0074,Spend & Save,cpc,jpg,banner
4.7448,0.0681,0.0,Price Drop,cpc,gif,sub-banner
120.2999,0.2126,0.0052,Discount,cpd,jpg,tips
703.9839,0.0092,0.0021,Discount,cpm,swf,tips
0.7273,0.1991,0.004,Discount,cpm,swf,tips
405.6237,0.0199,0.003,Discount,roi,jpg,uncertained
63.9171,0.0342,0.0043,Discount,cpd,swf,uncertained
119.9222,0.0138,0.0093,Cash/Coupon-Back,cpc,jpg,sub-banner
0.7368,0.2494,0.0023,Discount,cpm,swf,tips
338.95,0.0298,0.0014,Discount,roi,swf,uncertained
64.5862,0.0551,0.0052,Price Drop,cpm,swf,tips
371.4014,0.029,0.0028,Discount,cpm,swf,tips
770.4436,0.0137,0.0005,Discount,cpm,swf,tips
1107.8039,0.0003,0.0014,Discount,roi,swf,uncertained
7.6816,0.005,0.0022,Spend & Save,cpc,jpg,banner
85.5079,0.0093,0.002,Flash Sale,roi,jpg,uncertained
35.1254,0.2342,0.0059,Spend & Save,cpc,jpg,banner
165.437,0.2789,0.0045,Cash/Coupon-Back,cpc,jpg,sub-banner
12.8675,0.2239,0.0055,Discount,cpd,swf,uncertained
761.9635,0.0121,0.0008,Flash Sale,cpm,swf,tips
2.85,0.1487,0.0117,Gift with Purchase,cpc,jpg,banner
1025.3316,0.2565,0.008,Discount,cpm,swf,tips
5.2316,0.17,0.0,Price Drop,cpc,gif,sub-banner
14.775,0.0168,0.0197,Gift with Purchase,roi,jpg,uncertained
1031.964,0.0213,0.0016,Gift with Purchase,cpd,jpg,sub-banner
9.9001,0.0215,0.0043,Flash Sale,cpm,jpg,tips
449.9992,0.0018,0.0027,Discount,roi,swf,uncertained
1011.5457,0.0368,0.002,Discount,cpm,swf,tips
397.2483,0.2901,0.0174,Spend & Save,cpc,jpg,banner
60.6928,0.0536,0.0038,Discount,cpd,swf,uncertained
12.4599,0.0035,0.0047,Flash Sale,cpd,jpg,sub-banner
199.2428,0.0015,0.0002,Discount,roi,swf,uncertained
611.636,0.0166,0.0016,Price Drop,cpm,swf,tips
1019.4042,0.2251,0.0072,Discount,cpm,swf,tips
498.1206,0.0087,0.0028,Gift with Purchase,cpm,swf,tips
810.3838,0.0396,0.0042,Discount,cpm,swf,tips
70.9221,0.0284,0.002,Flash Sale,cpm,swf,tips
5.147,0.1523,0.0,Price Drop,cpc,gif,sub-banner
8.4571,0.0575,0.0035,Spend & Save,cpc,jpg,banner
733.3639,0.0089,0.0012,Discount,roi,swf,uncertained
508.1847,0.0641,0.0019,Flash Sale,cpm,swf,tips
688.3414,0.0196,0.004,Discount,cpm,swf,tips
896.0826,0.01,0.0024,Discount,roi,swf,uncertained
38.3992,0.0497,0.0021,Discount,cpm,swf,uncertained
49.9644,0.0207,0.0019,Gift with Purchase,cpm,jpg,tips
3.9403,0.0725,0.0012,Flash Sale,cpd,jpg,tips
541.5855,0.0186,0.0026,Flash Sale,roi,jpg,uncertained
601.9579,0.0005,0.0027,Discount,roi,swf,uncertained
4.5184,0.1112,0.0022,Flash Sale,cpd,jpg,tips
452.8112,0.0039,0.0027,Discount,roi,swf,uncertained
88.9338,0.0089,0.0014,Flash Sale,roi,jpg,uncertained
8.28,0.06,0.0036,Spend & Save,cpc,jpg,banner
5.4365,0.213,0.0,Price Drop,cpc,gif,sub-banner
15.2652,0.2465,0.0026,Gift with Purchase,cpm,jpg,tips
55.7258,0.046,0.0065,Discount,cpd,swf,tips
400.5674,0.2793,0.0168,Spend & Save,cpc,jpg,banner
67.8318,0.0159,0.0016,Discount,cpm,swf,tips
27.5737,0.0143,0.0039,Gift with Purchase,cpm,jpg,sub-banner
398.6568,0.0065,0.0022,Discount,cpm,swf,tips
20.7938,0.0099,0.0042,Flash Sale,roi,jpg,uncertained
4.7311,0.0652,0.0,Price Drop,cpc,gif,sub-banner
1011.6729,0.0535,0.0024,Discount,cpm,swf,tips
863.9318,0.0539,0.0056,Flash Sale,roi,jpg,uncertained
493.4898,0.0001,0.0043,Discount,cpm,swf,tips
3.7154,0.1963,0.0077,Gift with Purchase,roi,jpg,uncertained
18.3384,0.2327,0.0072,Spend & Save,cpc,jpg,banner
1114.6812,0.0272,0.0018,Discount,cpd,jpg,tips
98.8574,0.1363,0.0093,Gift with Purchase,cpd,jpg,sub-banner
1012.0434,0.1035,0.0037,Discount,cpm,swf,tips
226.3808,0.1122,0.0039,Discount,cpd,swf,uncertained
4.4619,0.0088,0.0,Price Drop,cpc,gif,sub-banner
13.4126,0.1725,0.0024,Flash Sale,cpd,jpg,tips
4.9048,0.1016,0.0,Price Drop,cpc,gif,sub-banner
12.8577,0.2034,0.0051,Discount,cpd,jpg,tips
343.525,0.0794,0.0084,Discount,cpc,swf,tips
56.5766,0.0422,0.005,Discount,cpd,swf,tips
5.4088,0.2072,0.0,Price Drop,cpc,gif,sub-banner
16.7308,0.006,0.0036,Flash Sale,roi,jpg,uncertained
15.5171,0.2142,0.0047,Gift with Purchase,cpm,jpg,tips
613.046,0.0196,0.0013,Price Drop,cpm,swf,tips
2.1747,0.0575,0.0049,Discount,cpm,swf,uncertained
9.7441,0.0598,0.0079,Flash Sale,roi,jpg,uncertained
80.7226,0.0347,0.0254,Price Drop,roi,swf,uncertained
58.0521,0.0454,0.0036,Discount,cpd,swf,uncertained
13.2473,0.135,0.0031,Gift with Purchase,cpd,jpg,sub-banner
25.5063,0.0391,0.0074,Gift with Purchase,roi,jpg,uncertained
8.5026,0.0097,0.0009,Flash Sale,cpc,jpg,banner
402.894,0.015,0.0025,Flash Sale,roi,jpg,uncertained
72.1525,0.0593,0.0043,Discount,cpd,swf,uncertained
218.9517,0.01,0.0013,Discount,roi,swf,uncertained
62.1305,0.0423,0.0036,Discount,cpd,swf,uncertained
5.381,0.2013,0.0,Price Drop,cpc,gif,sub-banner
717.8247,0.01,0.0014,Discount,cpm,swf,tips
398.3628,0.0099,0.0022,Discount,cpm,swf,tips
56.8904,0.0363,0.0041,Discount,cpd,swf,tips
12.9552,0.2779,0.003,Spend & Save,cpc,jpg,banner
29.2617,0.1273,0.0125,Gift with Purchase,cpc,jpg,banner
752.4761,0.0104,0.0015,Discount,cpm,swf,tips
3.5892,0.0089,0.0007,Gift with Purchase,cpc,jpg,banner
323.7945,0.0999,0.0097,Flash Sale,roi,swf,uncertained
0.6922,0.0118,0.0102,Discount,cpm,swf,tips
122.4535,0.1617,0.0064,Flash Sale,cpd,jpg,sub-banner
653.5607,0.0199,0.0109,Spend & Save,cpc,swf,tips
35.3386,0.2413,0.0092,Price Drop,cpc,jpg,banner
4.6488,0.0479,0.0,Price Drop,cpc,gif,sub-banner
118.8201,0.239,0.0061,Discount,cpd,swf,uncertained
31.3994,0.1489,0.0091,Spend & Save,cpc,jpg,banner
845.9813,0.005,0.0007,Discount,cpm,swf,tips
226.1225,0.1144,0.0038,Discount,cpd,swf,tips
2.5813,0.0787,0.0066,Discount,cpm,swf,tips
19.6327,0.0687,0.0043,Flash Sale,cpm,jpg,tips
0.752,0.0018,0.0012,Discount,cpm,swf,tips
222.7151,0.1205,0.0048,Discount,cpd,jpg,tips
854.4111,0.0458,0.0023,Discount,roi,jpg,uncertained
397.0256,0.2775,0.0105,Spend & Save,cpc,jpg,banner
26.4557,0.0978,0.0081,Gift with Purchase,cpm,jpg,tips
20.7728,0.0097,0.0041,Flash Sale,cpm,jpg,tips
2.6392,0.0543,0.0045,Discount,cpm,swf,tips
126.0128,0.0881,0.0078,Gift with Purchase,cpd,jpg,sub-banner
1101.3372,0.0185,0.0021,Discount,cpm,swf,uncertained
733.3,0.01,0.0013,Discount,roi,swf,uncertained
50.4597,0.2191,0.0135,Gift with Purchase,cpc,jpg,banner
97.8826,0.0186,0.0005,Discount,roi,swf,uncertained
4.9675,0.1147,0.0,Price Drop,cpc,gif,sub-banner
8.2727,0.2767,0.0068,Discount,cpd,swf,uncertained
3.8878,0.0001,0.0026,Gift with Purchase,cpc,jpg,banner
688.4082,0.0197,0.004,Discount,cpm,swf,tips
28.2464,0.1717,0.004,Spend & Save,cpc,jpg,banner
30.8296,0.246,0.0094,Spend & Save,cpc,jpg,banner
0.6901,0.0005,0.0106,Discount,cpm,swf,tips
396.7794,0.3078,0.01,Spend & Save,cpc,jpg,banner
5.4573,0.2173,0.0,Price Drop,cpc,gif,sub-banner
405.5871,0.0216,0.0034,Discount,roi,jpg,uncertained
